isbn,genre_id,genre,sub_genre_id,sub_genre,programing_language,title,author,published_at,price,is_stock,url
9784774184678,06,プログラミング・システム開発,0604,C#・VB・.NETなど,C#,C#プログラマーのための デバッグの基本＆応用テクニック,川俣晶　著,2016-10-20,2680,1,http://gihyo.jp/book/2016/978-4-7741-8467-8
9784774180946,06,プログラミング・システム開発,0604,C#・VB・.NETなど,C#,C#プログラマーのための 基礎からわかるLINQマジック！,山本康彦　著,2016-05-12,2880,1,http://gihyo.jp/book/2016/978-4-7741-8094-6
9784774155227,06,プログラミング・システム開発,0601,C・C++,-,サウンドプログラミング入門,青木直史　著,2013-02-01,2980,1,http://gihyo.jp/book/2013/978-4-7741-5522-7
9784774149790,06,プログラミング・システム開発,0601,C・C++,-,［標準］ C言語重要用語解説,河西朝雄　著,2012-01-13,2980,1,http://gihyo.jp/book/2012/978-4-7741-4979-0
9784774188195,06,プログラミング・システム開発,0603,JavaScript・Perl・Ruby・PHPなど,-,Electronではじめるアプリ開発,野口将人，倉見洋輔　著,2017-03-28,2680,1,http://gihyo.jp/book/2017/978-4-7741-8819-5
9784774183671,06,プログラミング・システム開発,0603,JavaScript・Perl・Ruby・PHPなど,Python,Pythonクローリング＆スクレイピング,加藤耕太　著,2016-12-16,3200,1,http://gihyo.jp/book/2017/978-4-7741-8367-1
9784774183312,10,趣味・実用・デジカメ,1011,手帳・家計簿,-,井沢元彦の歴史手帳2017,井沢元彦　著,2016-09-10,1280,1,http://gihyo.jp/book/2016/978-4-7741-8331-2
9784774183749,10,趣味・実用・デジカメ,1011,手帳・家計簿,-,ムーン・ダイアリー'17,松村潔　著,2016-09-10,880,1,http://gihyo.jp/book/2016/978-4-7741-8374-9
9784774174846,10,趣味・実用・デジカメ,1011,手帳・家計簿,-,ねこ手帳 2016,技術評論社編集部　編著,2015-09-15,1280,0,http://gihyo.jp/book/2015/978-4-7741-7484-6
9784774158914,10,趣味・実用・デジカメ,1006,読み物・社会,-,「てにをは」からやりなおす日本語レッスン,町田健　著,2013-09-06,1280,1,http://gihyo.jp/book/2013/978-4-7741-5891-4
9784774186924,10,趣味・実用・デジカメ,1008,暮らし・健康,-,血糖値を体型別治療でどんどん下げる,松葉育郎　著,2017-01-19,1580,1,http://gihyo.jp/book/2017/978-4-7741-8692-4
9784774186900,10,趣味・実用・デジカメ,1008,暮らし・健康,-,腎機能が低下したときにすぐ読む本,塚本雄介　著,2017-01-19,1580,1,http://gihyo.jp/book/2017/978-4-7741-8690-0
9784774186917,10,趣味・実用・デジカメ,1008,暮らし・健康,-,認知症かな？ と思ったらすぐ読む本,朝田隆（メモリークリニックお茶の水 院長）　監修,2017-01-19,1580,1,http://gihyo.jp/book/2017/978-4-7741-8691-7
9784774189659,10,趣味・実用・デジカメ,1001,デジカメ・RAW現像など,-,今すぐ使えるかんたんminiCanon EOS 5D Mark Ⅳ 完全活用マニュアル,GOTO AKI，ナイスク　著,2017-05-25,1580,1,http://gihyo.jp/book/2017/978-4-7741-8965-9
9784774188843,10,趣味・実用・デジカメ,1001,デジカメ・RAW現像など,-,今すぐ使えるかんたんminiNikon D3400 基本＆応用 撮影ガイド,コムロミホ，MOSH books　著,2017-04-14,1380,1,http://gihyo.jp/book/2017/978-4-7741-8884-3
9784774187778,10,趣味・実用・デジカメ,1001,デジカメ・RAW現像など,-,今すぐ使えるかんたんminiLUMIX GX7 基本＆応用 撮影ガイド,河野鉄平，MOSH books　著,2017-03-17,1480,1,http://gihyo.jp/book/2017/978-4-7741-8777-8
9784774187389,10,趣味・実用・デジカメ,1001,デジカメ・RAW現像など,-,クリップオンストロボ 本格ライティング,細野晃義，UNPLUGGED STUDIO　著,2017-02-25,1980,1,http://gihyo.jp/book/2017/978-4-7741-8738-9
9784774178059,09,資格試験（一般）・大学受験,0906,大学受験参考書,-,東大文系数学 系統と分析,松田聡平　著,2016-05-24,1680,1,http://gihyo.jp/book/2016/978-4-7741-7805-9
9784774179827,09,資格試験（一般）・大学受験,0906,大学受験参考書,-,大森徹の「究極パネル式」生物基礎,大森徹　著,2016-03-24,1180,1,http://gihyo.jp/book/2016/978-4-7741-7982-7
9784774143880,09,資格試験（一般）・大学受験,0905,生活（アロマ・色彩検定など）,-,【改訂四版】チェック＋ポイントでよくわかる アロマテラピー検定に合格する問題集 1級2級両対応,アロマワークスタジオ　著,2010-09-10,1780,0,http://gihyo.jp/book/2010/978-4-7741-4388-0
9784774142111,09,資格試験（一般）・大学受験,0905,生活（アロマ・色彩検定など）,-,アロマテラピー学習帖,自然療法スクール　マザーズオフィス「アロマテラピーの学校」,2010-03-30,2180,0,http://gihyo.jp/book/2010/978-4-7741-4211-1
9784774141176,09,資格試験（一般）・大学受験,0905,生活（アロマ・色彩検定など）,-,らくらく10日で合格ライン 色彩検定2級 都外川先生のポイント集中レッスン,都外川八恵　著,2009-12-22,1780,0,http://gihyo.jp/book/2010/978-4-7741-4117-6
9784774164762,09,資格試験（一般）・大学受験,0904,気象・エコ（気象予報士・エコ検など）,-,改訂新版 気象予報士かんたん合格テキスト,気象予報士試験受験支援会　著,2014-05-23,3200,1,http://gihyo.jp/book/2014/978-4-7741-6476-2
9784774171319,06,プログラミング・システム開発,0602,Java,Java,ゼロからわかるJava超入門,佐々木整　著,2015-02-07,1980,1,http://gihyo.jp/book/2015/978-4-7741-7131-9
9784774170787,06,プログラミング・システム開発,0602,Java,-,サーブレット&JSPポケットリファレンス,山田祥寛　著,2015-01-08,2680,1,http://gihyo.jp/book/2015/978-4-7741-7078-7
9784774169316,06,プログラミング・システム開発,0602,Java,Java,Javaエンジニア養成読本,きしだなおき，のざきひろふみ，吉田真也，菊田洋一，渡辺修司，伊賀敏樹　著,2014-11-11,1980,1,http://gihyo.jp/book/2014/978-4-7741-6931-6
9784774143088,03,Webサイト制作,0302,Flash・ActionScript,-,ActionScript 3.0開発のためのFlashDevelop完全ガイド フルFlashサイト制作スタイル,池田泰延，佐藤陽亮，松本慶一郎　著,2010-07-09,2880,0,http://gihyo.jp/book/2010/978-4-7741-4308-8
9784774139371,03,Webサイト制作,0302,Flash・ActionScript,-,Papervision3Dではじめる Flash 3Dアニメーション,ハヤシカオル　著,2009-07-31,3600,0,http://gihyo.jp/book/2009/978-4-7741-3937-1
9784774138756,03,Webサイト制作,0302,Flash・ActionScript,-,速習デザイン Flash CS4,境祐司　著,2009-06-05,2580,0,http://gihyo.jp/book/2009/978-4-7741-3875-6
9784774183268,09,資格試験（一般）・大学受験,0903,危険物・電気・設備（乙4・消防など）,-,らくらく突破改訂新版2級ボイラー技士 合格教本,ボイラー技士ドットコムTM　著,2016-08-19,1880,1,http://gihyo.jp/book/2016/978-4-7741-8326-8
9784774179667,09,資格試験（一般）・大学受験,0903,危険物・電気・設備（乙4・消防など）,-,2016年版 第二種電気工事士試験 完全攻略 技能試験編,佐藤共史　著,2016-03-24,1880,0,http://gihyo.jp/book/2016/978-4-7741-7966-7
9784774184289,03,Webサイト制作,0306,アフィリエイト・SEO・ネットマーケ,-,スマホでラクラク稼ぐ！ メルカリで得する コレだけ！技,リンクアップ，杉田梨菜　監修,2016-10-12,1480,1,http://gihyo.jp/book/2016/978-4-7741-8428-9
9784774181486,03,Webサイト制作,0306,アフィリエイト・SEO・ネットマーケ,-,楽天にもAmazonにも頼らない！ 自力でドカンと売上が伸びるネットショップの鉄則,竹内謙礼　著,2016-05-28,2080,1,http://gihyo.jp/book/2016/978-4-7741-8148-6
9784774180724,03,Webサイト制作,0306,アフィリエイト・SEO・ネットマーケ,-,Web文章の「書き方」入門教室,志鎌真奈美　著,2016-05-03,1980,1,http://gihyo.jp/book/2016/978-4-7741-8072-4
9784774188898,03,Webサイト制作,0301,Webデザイン・HTML・CSS,-,今すぐ使えるかんたんWordPress ホームページ作成入門,西真由　著,2017-04-22,1480,1,http://gihyo.jp/book/2017/978-4-7741-8889-8
9784774187808,03,Webサイト制作,0301,Webデザイン・HTML・CSS,-,HTML5 & CSS3 デザインレシピ集,狩野祐東　著,2017-02-22,2750,1,http://gihyo.jp/book/2017/978-4-7741-8780-8
9784774178011,02,デザイン・素材集,0205,その他デザイン・素材集,-,プロフェッショナルワークショップ Lightroom,吉田浩章　著,2015-12-11,2780,1,http://gihyo.jp/book/2016/978-4-7741-7801-1
9784774177359,02,デザイン・素材集,0205,その他デザイン・素材集,-,デザインの学校これからはじめる After Effectsの本,mountain studio　佐藤太郎／白井小太郎　著，ロクナナワークショップ　監修,2015-11-21,2580,1,http://gihyo.jp/book/2015/978-4-7741-7735-9
9784774176499,02,デザイン・素材集,0205,その他デザイン・素材集,-,Premiere Pro ＆ After Effectsいますぐ作れる！ ムービー制作の教科書,阿部信行　著,2015-10-28,3500,1,http://gihyo.jp/book/2015/978-4-7741-7649-9
9784774183121,02,デザイン・素材集,0206,年賀状素材集,-,あっという間にかんたん 和年賀状 二〇一七年版,技術評論社編集部　編・著,2016-10-04,462,1,http://gihyo.jp/book/2016/978-4-7741-8312-1
9784774183077,02,デザイン・素材集,0206,年賀状素材集,-,かんたん年賀状素材集 2017年版,技術評論社編集部　編・著,2016-10-01,926,1,http://gihyo.jp/book/2016/978-4-7741-8307-7
9784774175645,02,デザイン・素材集,0206,年賀状素材集,-,パッと印刷！さくさく年賀状 2016年版,技術評論社編集部　編・著,2015-10-24,400,1,http://gihyo.jp/book/2015/978-4-7741-7564-5
9784774164380,02,デザイン・素材集,0204,デザイン素材集,-,世界の偉人と有名なおじさん カットイラスト集,ARENSKI　著,2014-04-15,2180,0,http://gihyo.jp/book/2014/978-4-7741-6438-0
9784774162706,02,デザイン・素材集,0204,デザイン素材集,-,大人ガーリー おしゃれなパリ 素材集,植松しんこ，鶴崎亜紀子，ノダマキコ，ree＊rosee　著,2014-02-21,2780,1,http://gihyo.jp/book/2014/978-4-7741-6270-6
9784774162140,02,デザイン・素材集,0204,デザイン素材集,-,はなことば 花と樹木・写真素材集,江見敏宏　著,2013-12-26,2580,1,http://gihyo.jp/book/2014/978-4-7741-6214-0
9784774160016,02,デザイン・素材集,0204,デザイン素材集,-,〜季節の情景を彩る〜 和の風物詩 素材集,成願義夫　監修，株式会社京都デザインファクトリー　著,2013-10-25,2480,1,http://gihyo.jp/book/2013/978-4-7741-6001-6
9784774189260,09,資格試験（一般）・大学受験,0902,福祉・医療（ケアマネ・介護福祉士など）,-,2018年版 らくらく突破 介護福祉士 過去問題集,介護福祉士資格取得支援研究会　著,2017-04-20,1980,1,http://gihyo.jp/book/2017/978-4-7741-8926-0
9784774188492,09,資格試験（一般）・大学受験,0902,福祉・医療（ケアマネ・介護福祉士など）,-,［ポケット介護］困ったときの新人ケアマネ虎の巻,杉山想子　著,2017-04-12,1480,1,http://gihyo.jp/book/2017/978-4-7741-8849-2
9784774188164,09,資格試験（一般）・大学受験,0902,福祉・医療（ケアマネ・介護福祉士など）,-,【ポケット介護】見てわかるリハビリ 「活動」と「参加」につなげるコツ,繁岡秀俊　著,2017-03-04,1480,1,http://gihyo.jp/book/2017/978-4-7741-8816-4
9784774177991,02,デザイン・素材集,0203,3D・CG・CAD,-,［JIS対応］実践 AutoCAD／AutoCAD LT 製図入門,稲葉幸行　著,2015-12-10,2880,1,http://gihyo.jp/book/2016/978-4-7741-7799-1
9784774160542,02,デザイン・素材集,0203,3D・CG・CAD,-,デザインの学校これからはじめる AutoCADの本 AutoCAD/AutoCAD LT 2014/2013/2012/2011/2010対応版,稲葉幸行　著,2013-11-09,2380,1,http://gihyo.jp/book/2013/978-4-7741-6054-2
9784774154626,02,デザイン・素材集,0203,3D・CG・CAD,-,3D技術が一番わかる,町田聡　著,2013-01-22,1880,1,http://gihyo.jp/book/2013/978-4-7741-5462-6
9784774179339,02,デザイン・素材集,0201,Illustrator・Photoshop,-,デザインの学校これからはじめる Illustrator & Photoshopの本,黒野明子，ロクナナワークショップ　監修,2016-02-25,2480,1,http://gihyo.jp/book/2016/978-4-7741-7933-9
9784774177564,02,デザイン・素材集,0201,Illustrator・Photoshop,-,ステップアップ式 SAI×Photoshopで描く 背景レッスン,garnet　著,2015-11-26,2280,1,http://gihyo.jp/book/2015/978-4-7741-7756-4
9784774177342,02,デザイン・素材集,0201,Illustrator・Photoshop,-,今すぐ使えるかんたんPhotoshop Elements 14,技術評論社編集部　著,2015-11-20,1680,1,http://gihyo.jp/book/2015/978-4-7741-7734-2
9784774176727,02,デザイン・素材集,0201,Illustrator・Photoshop,-,グラフィックデザイン Illustrator & Photoshop,デジタルハリウッド　著,2015-10-08,2880,1,http://gihyo.jp/book/2015/978-4-7741-7672-7
9784774158242,04,スマートフォン・タブレット,0402,その他スマートフォン・タブレット,-,Windowsタブレット 上級マニュアル,橋本和則　著,2013-06-29,1980,0,http://gihyo.jp/book/2013/978-4-7741-5824-2
9784774156743,04,スマートフォン・タブレット,0402,その他スマートフォン・タブレット,-,今すぐ使えるかんたんminiiPod touchで困ったときの解決＆便利技,リンクアップ　著,2013-05-25,1180,1,http://gihyo.jp/book/2013/978-4-7741-5674-3
9784774156927,04,スマートフォン・タブレット,0402,その他スマートフォン・タブレット,-,Surface 100%活用ガイド,リンクアップ　著,2013-04-27,1280,0,http://gihyo.jp/book/2013/978-4-7741-5692-7
9784774187761,04,スマートフォン・タブレット,0403,Androidなど,-,ゼロからはじめるau URBANO V03 スマートガイド,技術評論社編集部　著,2017-03-11,1480,1,http://gihyo.jp/book/2017/978-4-7741-8776-1
9784774186467,04,スマートフォン・タブレット,0401,iPhone・iPad,-,今すぐ使えるかんたんminiiPhone 7 & 7 Plus 完全操作ガイド 150ワザ,田中拓也，永田一八　著,2016-12-28,880,1,http://gihyo.jp/book/2017/978-4-7741-8646-7
9784774186443,04,スマートフォン・タブレット,0401,iPhone・iPad,-,今すぐ使えるかんたんminiiPhone 7 & 7 Plus 完全操作ガイド 150ワザ,田中拓也，永田一八，オンサイト　著,2016-12-28,880,1,http://gihyo.jp/book/2017/978-4-7741-8644-3
9784774185873,04,スマートフォン・タブレット,0401,iPhone・iPad,-,今すぐ使えるかんたんExiPhone プロ技BESTセレクション,秋葉けんた，井上真花，佐藤新一，松村武宏，村瀬浩司　著,2016-12-16,1480,1,http://gihyo.jp/book/2017/978-4-7741-8587-3
9784774182308,01,パソコン,0199,その他パソコン,-,Minecraft Blockopedia（マインクラフト ブロックペディア）,Mojang，Alex Wiltshire　著,2016-11-26,4300,1,http://gihyo.jp/book/2016/978-4-7741-8230-8
9784774183206,01,パソコン,0199,その他パソコン,-,Minecraft（マインクラフト）図解組み立てガイド,Mojang，Craig Jelley　著,2016-11-26,2000,1,http://gihyo.jp/book/2016/978-4-7741-8320-6
9784774185422,01,パソコン,0199,その他パソコン,-,ゼロからはじめるScanSnap Cloud スマートガイド,リンクアップ　著,2016-11-25,1480,1,http://gihyo.jp/book/2016/978-4-7741-8542-2
9784774184975,01,パソコン,0199,その他パソコン,-,ゼロからはじめるAndroid TV機能搭載ブラビア スマートガイド,リンクアップ　著,2016-11-12,1280,1,http://gihyo.jp/book/2016/978-4-7741-8497-5
9784774188867,03,パソコン,0307,LINE・Facebook・Twitterなど,-,今すぐ使えるかんたんminiTwitter ツイッター 基本＆便利技,リンクアップ　著,2017-04-18,1080,1,http://gihyo.jp/book/2017/978-4-7741-8886-7
9784774175850,01,パソコン,0110,メール・インターネット,-,今すぐ使えるかんたんminiヤフーYahoo! 基本＆便利技,AYURA　著,2015-09-17,1180,1,http://gihyo.jp/book/2015/978-4-7741-7585-0
9784774171043,01,パソコン,0110,メール・インターネット,-,eBay個人輸入＆輸出 はじめる＆儲ける 超実践テク,林一馬，山口裕一郎，柿沼たかひろ　著,2015-01-23,1850,1,http://gihyo.jp/book/2015/978-4-7741-7104-3
9784774169460,01,パソコン,0110,メール・インターネット,-,今すぐ使えるかんたんOutlookの困った！を今すぐ解決する本,AYURA　著,2014-12-16,1580,1,http://gihyo.jp/book/2015/978-4-7741-6946-0
9784774167312,01,パソコン,0108,自作・周辺機器・CD／DVD作成,-,自作PC 完全攻略 Windows 8／8.1対応,芹澤正芳，山本倫弘，オンサイト　著,2014-10-10,2380,1,http://gihyo.jp/book/2014/978-4-7741-6731-2
9784774164649,01,パソコン,0108,自作・周辺機器・CD／DVD作成,-,今すぐ使えるかんたんminiScanSnap 徹底活用技,芝田隆広　著,2014-05-23,1280,1,http://gihyo.jp/book/2014/978-4-7741-6464-9
9784774162287,01,パソコン,0108,自作・周辺機器・CD／DVD作成,-,3Dプリンター 導入＆制作 完全活用ガイド ,原雄司　著,2014-01-23,2180,1,http://gihyo.jp/book/2014/978-4-7741-6228-7
9784774170053,09,資格試験（一般）・大学受験,0901,金融・法律（FP・知財・貸金など）,-,2015年版 Let's 合格！ FP技能士 3級 ,青野雅夫　著,2014-12-02,1480,0,http://gihyo.jp/book/2015/978-4-7741-7005-3
9784774167176,09,資格試験（一般）・大学受験,0901,金融・法律（FP・知財・貸金など）,-,知的財産管理技能検定3級 合格教本,岩崎博孝　著,2014-10-02,2180,0,http://gihyo.jp/book/2014/978-4-7741-6717-6
9784774144740,01,パソコン,0107,その他Officeアプリ・一太郎など,-,PDF 徹底活用ガイド Quality Gaaiho PDF Suite 対応,市村企画　著,2010-12-08,900,0,http://gihyo.jp/book/2010/978-4-7741-4474-0
9784774143729,01,パソコン,0107,その他Officeアプリ・一太郎など,-,今すぐ使えるかんたんOutlook 2010,松田真理　著,2010-09-18,1480,1,http://gihyo.jp/book/2010/978-4-7741-4372-9
9784774142265,01,パソコン,0107,その他Officeアプリ・一太郎など,-,職場や学校ですぐに役立つ 一太郎 厳選実用Tips,高橋慈子　著,2010-04-16,2380,0,http://gihyo.jp/book/2010/978-4-7741-4226-5
9784774141664,01,パソコン,0107,その他Officeアプリ・一太郎など,-,秀丸マクロポケットリファレンス,西沢直木　著,2010-02-13,2180,0,http://gihyo.jp/book/2010/978-4-7741-4166-4
9784774185378,01,パソコン,0106,PowerPoint,-,今すぐ使えるかんたんExPowerPoint 2016 プロ技 BESTセレクション,稲村暢子　著,2016-11-23,1580,1,http://gihyo.jp/book/2016/978-4-7741-8537-8
9784774181875,01,パソコン,0106,PowerPoint,-,30レッスンで絶対合格！ Microsoft Office Specialist PowerPoint 2013 テキスト＋問題集,本郷PC塾　著,2016-07-22,1980,1,http://gihyo.jp/book/2016/978-4-7741-8187-5
9784774181004,01,パソコン,0106,PowerPoint,-,今すぐ使えるかんたん文庫パワーポイント PowerPoint すぐに使える！ 基本＆便利ワザ,門脇香奈子　著,2016-05-21,790,1,http://gihyo.jp/book/2016/978-4-7741-8100-4
9784774164687,01,パソコン,0103,Access,-,［逆引き］Access VBA パワーテクニック 545,技術評論社編集部　編,2014-04-25,2780,1,http://gihyo.jp/book/2014/978-4-7741-6468-7
9784774162270,01,パソコン,0103,Access,-,今すぐ使えるかんたんAccess 2013,井上香緒里　著,2014-01-21,1880,1,http://gihyo.jp/book/2014/978-4-7741-6227-0
9784774159461,01,パソコン,0103,Access,-,最速攻略 Accessクエリ テクニック大全集,結城圭介　著,2013-09-25,2780,1,http://gihyo.jp/book/2013/978-4-7741-5946-1
9784774153698,01,パソコン,0103,Access,-,Access VBA マクロ超入門講座 Access 2010/2007対応,結城圭介　著,2012-11-21,2480,1,http://gihyo.jp/book/2012/978-4-7741-5369-8
9784774188829,01,パソコン,0104,Excel,-,今すぐ使えるかんたん定番ビジネス文書がすぐに作れる！ Excel文書作成,稲村暢子　著,2017-04-14,1780,1,http://gihyo.jp/book/2017/978-4-7741-8882-9
9784774187815,01,パソコン,0104,Excel,-,今すぐ使えるかんたんminiExcel関数 厳選便利技,AYURA　著,2017-04-13,1080,1,http://gihyo.jp/book/2017/978-4-7741-8781-5
9784774188096,01,パソコン,0104,Excel,-,世界一わかりやすい Excelテキスト,土岐順子　著,2017-03-03,1780,1,http://gihyo.jp/book/2017/978-4-7741-8809-6
9784774187310,01,パソコン,0104,Excel,-,今すぐ使えるかんたんminiExcel ピボットテーブル 基本＆便利技,井上香緒里　著,2017-02-23,880,1,http://gihyo.jp/book/2017/978-4-7741-8731-0
9784774184296,01,パソコン,0105,Word,-,今すぐ使えるかんたんminiWord 2016 厳選便利技,AYURA　著,2016-10-12,980,1,http://gihyo.jp/book/2016/978-4-7741-8429-6
9784774183695,01,パソコン,0105,Word,-,今すぐ使えるかんたんはがき作成,技術評論社編集部，AYURA　著,2016-09-24,1680,1,http://gihyo.jp/book/2016/978-4-7741-8369-5
9784774183657,01,パソコン,0105,Word,-,絵心がなくてもできる Wordで素敵なお絵描き,高倉幸江　著,2016-09-15,1780,1,http://gihyo.jp/book/2016/978-4-7741-8365-7
9784774171685,01,パソコン,0102,Mac,-,はじめてのMacBook Air／Pro 100%入門ガイド,小原裕太　著,2015-03-13,1280,0,http://gihyo.jp/book/2015/978-4-7741-7168-5
9784774163758,13,理工・サイエンス,1399,その他理工・サイエンス,-,基礎からしっかりわかる カンペキ！小学理科,理科教育研究会　著，小川眞士　監修,2014-04-15,2480,1,http://gihyo.jp/book/2014/978-4-7741-6375-8
9784774163635,13,理工・サイエンス,1399,その他理工・サイエンス,-,文字,八杉佳穂　監修,2014-04-15,2680,1,http://gihyo.jp/book/2014/978-4-7741-6363-5
9784774155548,13,理工・サイエンス,1399,その他理工・サイエンス,-,科学者も知らないカガクのはなし,齋藤勝裕　著，花くまゆうさく　絵,2013-02-23,1580,1,http://gihyo.jp/book/2013/978-4-7741-5554-8
9784774186931,13,理工・サイエンス,1305,医学・薬学・生物・化学,-,なぜ人はドキドキするのか？,中西貴之　著,2017-01-21,1580,1,http://gihyo.jp/book/2017/978-4-7741-8693-1
9784774186498,13,理工・サイエンス,1305,医学・薬学・生物・化学,-,ナース・患者のための 喘息マネージメント入門,宮本昭正　監修・編集，森田寛，灰田美知子，保澤総一郎，庄司俊輔　著,2017-01-06,2480,1,http://gihyo.jp/book/2017/978-4-7741-8649-8
9784774185767,13,理工・サイエンス,1305,医学・薬学・生物・化学,-,立体像で理解する美術解剖,阿久津裕彦　著，小野結貴花　造形,2016-11-26,2780,1,http://gihyo.jp/book/2016/978-4-7741-8576-7
9784774174501,08,資格試験（IT）,0899,その他資格試験（IT）,-,30レッスンで絶対合格！ Microsoft Office Specialist Excel 2013 テキスト＋問題集,本郷PC塾	　著,2015-09-04,1780,1,http://gihyo.jp/book/2015/978-4-7741-7450-1
9784774173757,08,資格試験（IT）,0899,その他資格試験（IT）,-,最短突破Cisco CCNA Routing and Switching/CCENT問題集,エディフィストラーニング株式会社　著,2015-06-05,3400,1,http://gihyo.jp/book/2015/978-4-7741-7375-7
9784774166926,08,資格試験（IT）,0899,その他資格試験（IT）,-,PHP公式資格教科書 PHP5技術者認定初級試験 合格教本,酒徳峰章，インターネット・アカデミー石本和大　著,2014-08-21,2980,1,http://gihyo.jp/book/2014/978-4-7741-6692-6
9784774161174,13,理工・サイエンス,1304,建築・土木・インフラ,-,道路保全が一番わかる,窪田陽一　監修,2013-11-23,1880,1,http://gihyo.jp/book/2013/978-4-7741-6117-4
9784774156675,13,理工・サイエンス,1304,建築・土木・インフラ,-,再生可能エネルギーが一番わかる,今泉大輔　著,2013-06-05,1880,1,http://gihyo.jp/book/2013/978-4-7741-5667-5
9784774156286,13,理工・サイエンス,1304,建築・土木・インフラ,-,断熱・防湿・防音が一番わかる,柿沼整三　著・監修，遠藤智行，荻田俊輔，山口温　著,2013-04-13,1880,1,http://gihyo.jp/book/2013/978-4-7741-5628-6
9784774153728,13,理工・サイエンス,1304,建築・土木・インフラ,-,通信技術が一番わかる,谷口功　著,2012-11-03,1880,1,http://gihyo.jp/book/2012/978-4-7741-5372-8
9784774184982,13,理工・サイエンス,1303,電気・通信・電子・機械・工業・製造業,-,機械加工が一番わかる,平野利幸　著,2016-11-10,1880,1,http://gihyo.jp/book/2016/978-4-7741-8498-2
9784774182766,13,理工・サイエンス,1303,電気・通信・電子・機械・工業・製造業,-,電子回路が一番わかる,清水暁生　著,2016-08-02,1880,1,http://gihyo.jp/book/2016/978-4-7741-8276-6
9784774185743,13,理工・サイエンス,1302,数学・統計・物理,-,ガロア理論「超」入門,小林吹代　著,2016-11-25,1680,1,http://gihyo.jp/book/2016/978-4-7741-8574-3
9784774185286,13,理工・サイエンス,1302,数学・統計・物理,-,分数と小数から広がる整数の世界,中島匠一　著,2016-11-12,1680,1,http://gihyo.jp/book/2016/978-4-7741-8528-6
9784774184340,13,理工・サイエンス,1302,数学・統計・物理,-,ガリレオ・ガリレイは数学でもすごかった!?,吉田信夫　著,2016-10-14,1680,1,http://gihyo.jp/book/2016/978-4-7741-8434-0
9784774182537,13,理工・サイエンス,1301,宇宙・地球・環境・地学,-,古第三紀・新第三紀・第四紀の生物 下巻,土屋健　著，群馬県立自然史博物館　監修,2016-07-23,2680,1,http://gihyo.jp/book/2016/978-4-7741-8253-7
9784774181271,13,理工・サイエンス,1301,宇宙・地球・環境・地学,-,異常気象と温暖化がわかる,河宮未知生　監修,2016-05-20,2180,1,http://gihyo.jp/book/2016/978-4-7741-8127-1
9784774177182,13,理工・サイエンス,1301,宇宙・地球・環境・地学,-,図解＋写真でばっちりわかる 宇宙はどのように誕生・進化したのか宇宙138億年をワープしてみよう,佐藤勝彦　監修，新海裕美子，矢沢潔　著,2015-11-25,2380,1,http://gihyo.jp/book/2015/978-4-7741-7718-2
9784774184999,01,パソコン,0101,Windows,-,今すぐ使えるかんたんminiWindows 10 厳選便利技,オンサイト　著,2016-11-12,980,1,http://gihyo.jp/book/2016/978-4-7741-8499-9
9784774179537,08,資格試験（IT）,0806,その他情報技術者試験,-,平成28年度 システムアーキテクト合格教本,金子則彦　著,2016-02-18,3300,0,http://gihyo.jp/book/2016/978-4-7741-7953-7
9784774172941,08,資格試験（IT）,0806,その他情報技術者試験,-,ネスペ 26 道,左門至峰，平田賀一　著,2015-03-28,2380,1,http://gihyo.jp/book/2015/978-4-7741-7294-1
9784774167527,08,資格試験（IT）,0806,その他情報技術者試験,-,平成27年度 データベーススペシャリストパーフェクトラーニング過去問題集,エディフィストラーニング株式会社　著,2014-09-26,3200,0,http://gihyo.jp/book/2014/978-4-7741-6752-7
9784774167671,08,資格試験（IT）,0806,その他情報技術者試験,-,平成27年度データベーススペシャリスト合格教本,山平耕作　著,2014-09-26,2980,0,http://gihyo.jp/book/2014/978-4-7741-6767-1
9784774169385,08,資格試験（IT）,0805,情報セキュリティ,-,平成27年度【春期】情報セキュリティスペシャリスト パーフェクトラーニング過去問題集,エディフィストラーニング株式会社　著,2014-12-19,2980,0,http://gihyo.jp/book/2015/978-4-7741-6938-5
9784774169378,08,資格試験（IT）,0805,情報セキュリティ,-,平成27年度【春期】【秋期】情報セキュリティスペシャリスト合格教本,岡嶋裕史　著,2014-12-17,2880,0,http://gihyo.jp/book/2015/978-4-7741-6937-8
9784774182858,11,ビジネス・マネー,1199,その他ビジネス・マネー,-,アウトライナー実践入門,Tak.　著,2016-07-09,1980,1,http://gihyo.jp/book/2016/978-4-7741-8285-8
9784774179803,11,ビジネス・マネー,1199,その他ビジネス・マネー,-,人生の迷いが消える アドラー心理学のススメ,向後千春　著,2016-02-26,1480,1,http://gihyo.jp/book/2016/978-4-7741-7980-3
9784774178172,11,ビジネス・マネー,1199,その他ビジネス・マネー,-,お金をドブに捨てないシステム開発の教科書,中川充　著,2015-12-22,1880,1,http://gihyo.jp/book/2016/978-4-7741-7817-2
9784774178097,08,資格試験（IT）,0803,応用情報技術者,-,平成28-29年度 応用情報技術者 試験によくでる問題集,大滝みや子　著,2016-01-21,2280,1,http://gihyo.jp/book/2016/978-4-7741-7809-7
